,playlist,name,followers,num_songs,av_song_pop,pct_explicit,avg_dur,av_artist_followers,pop_pct,rap_pct,rock_pct,popular_artist_pct,log_followers,log_artist_follow
1513,52JrW4dL2mDe1Dneq0vH1I,Rodriguez,317.0,10,50.6,0.0,218175.7,230419.0,0.0,0.0,1.0,0.0,5.75890177387728,12.347654669681576
1514,37i9dQZF1DX6KE9M7aTCxK,This Is: NOFX,188668.0,57,33.98245614035088,0.017543859649122806,139770.8245614035,358552.0,1.0,0.0,0.0,0.0,12.147744135630047,12.789828977317756
1515,37i9dQZF1DX47STdWoPX6D,The Blaze,824.0,55,31.418181818181818,0.0,216993.29090909092,24193.236363636363,0.0,0.0,0.0,0.01818181818181818,6.714170529909472,10.093828383974483
1516,0qNxhUDMiSLrSdTCYD87qn,Dub Zone,2946.0,23,0.0,0.0,191986.86956521738,9.0,0.0,0.0,0.0,0.0,7.988203597022576,2.1972245773362196
1517,37i9dQZF1DWVS1recTqXhf,Guided Meditation,18937.0,100,13.66,0.0,628137.9,40250.41,0.0,0.0,0.0,0.0,9.848872959262906,10.602875469130232
1518,5MkJ5KSzz4wmCpIFvM6pFT,Johnossi,3585.0,10,37.0,0.0,249110.6,59976.0,1.0,0.0,0.0,0.0,8.184513753033722,11.001699761182898
1519,37i9dQZF1DXagb3XZSnOQ8,This Is: Iron Maiden,78693.0,60,47.35,0.0,354609.06666666665,2153120.0,0.0,0.0,1.0,1.0,11.273309485087486,14.582428510975369
1520,37i9dQZF1DX7qU83RVkXfs,The True Black Metal Cult,5417.0,66,18.757575757575758,0.12121212121212122,341418.4090909091,15304.242424242424,0.0,0.0,0.015151515151515152,0.0,8.597297435657898,9.635885351575027
1521,37i9dQZF1DWWBZ8hj4jFBr,Folk Metal Warriors,33921.0,50,29.82,0.04,321538.48,21961.9,0.06,0.0,0.1,0.0,10.431789570603355,9.997064412827923
1522,37i9dQZF1DX3rgMQkVvtts,Your Favorite Slaughterhouse,5973.0,55,25.509090909090908,0.09090909090909091,258055.3818181818,21020.327272727274,0.0,0.01818181818181818,0.03636363636363636,0.0,8.695004592732307,9.953245213897143
